site,contrat,teletravail,titre,description,profile,id_annonce,loc_pays,loc_pays_code,loc_region,loc_region_code,loc_departement,loc_departement_code,loc_ville,loc_ville_code,date_publication,entreprise,salaire,coordonnees,salaire_mini,salaire_maxi,periode,soft_skills
Hello Work,CDD,,Ingénieur en Analyse de Données H/F,"Activités
Le candidat développera des outils théoriques, mathématique de traitement du signal par ondelette et transformée de Fourier, de la classification, théorie du contrôle stochastique puis des modèles de signaux d'électrophysiologie ainsi que des modèles mathématiques de réseaux de neurones et des simulations numériques conformes à celles développées par le groupe D. Holcman. Nous allons utiliser des ondelettes pour interpréter des enregistrements physiologiques pouvant aller de l'électrode à l'EEG. Une collaboration est en cours avec UCSF, Collège-de-France et plusieurs hôpitaux parisiens.
Compétences
Mathématique / physique / informatique / EEG neuroscience
Simulation / analyse de données / python
Compétences relationnelles : interactions avec les partenaires biologiques
Contexte de travail




L'Institut de biologie de l'ENS (IBENS) est un centre de recherche fondamentale qui mène des recherches originales visant à décrypter les mécanismes fondamentaux au coeur des processus biologiques.
Unité mixte ENS-CNRS-INSERM, l'IBENS accueille plus de 300 personnes regroupées en 30 équipes autonomes conduisant une recherche hautement collaborative et multidisciplinaire qui allie approches expérimentales et théoriques.

L'activité de recherche couvre des champs thématiques variés : Neurosciences, Biologie du développement, Génomique fonctionnelle, Écologie et biologie de l'évolution.
Plusieurs plateformes technologiques, notamment en imagerie, génomique, protéomique et bio-informatique sont à la disposition des chercheurs. Les recherches menées à l'IBENS bénéficient des interactions avec d'autres disciplines présentes à l'ENS (physique, chimie, sciences cognitives, mathématiques). L'IBENS est activement impliqué dans la formation des étudiants et jeunes chercheurs à tous les niveaux.

L'équipe d'accueil Mathématiques appliquées et Biologie computationnelle, dirigée par David Holcman comprend une dizaine de d'étudiants et chercheurs tous confondus.
L'objectif de l'équipe est de comprendre et de quantifier les mécanismes sous-jacents de la biologie computationnelle.

Contraintes et risques


travail sur écran",,43881065,France,FR,Île-de-France,11.0,Paris,75,Paris,75056.0,2023-12-13T11:06:17.52,CNRS,,"(48.859, 2.347)",0.0,0.0,,['discipline']
Hello Work,CDI,Télétravail partiel,Chef de Projet Data Officer H/F,"URSSAF CAISSE NATIONALE

Avec vous, agir pour une protection sociale durable et solidaire

Travailler au sein du réseau des URSSAF, c'est faire partie d'un collectif qui s'engage, où chacun met ses compétences au service de nombreux projets pour assurer une protection sociale durable et solidaire.

Depuis plus de 60 ans, le réseau des URSSAF est un acteur essentiel de la solidarité nationale. Chaque jour, nous pilotons la collecte, puis la redistribution des cotisations et contributions pour assurer le financement des prestations de santé, retraite, famille, chômage dont bénéficient des millions de Français. Cette mission fait de nous un pilier de la Sécurité sociale.

Nos actions de prévention et de contrôle garantissent par ailleurs les droits des salariés et l'égalité de traitement entre tous les acteurs économiques de notre pays. Nous accompagnons aussi les entreprises et les employeurs au plus près de leurs besoins pour encourager le développement de la société et de son économie.

Le poste est à pourvoir à la Sous-direction de la performance opérationnelle (SDPO) au sein de la Direction de l'audit, du pilotage de la performance et de la stratégie (Daps). Les missions de la Daps couvrent, pour l'ensemble du réseau des URSSAF, le pilotage et la réalisation des missions d'audit interne, de contrôle de gestion, la gestion des partenariats, l'animation de la démarche d'optimisation des processus et assistants automatisés de processus. La Daps est également chargée d'animer la préparation et le suivi de la Convention d'objectifs et de gestion Etat / URSSAF (COG) et d'en informer les tutelles et les administrateurs.

Composée de 9 personnes, la sous-direction de la performance opérationnelle contribue à l'amélioration continue de la performance dans le réseau des URSSAF et pilote à ce titre la démarche nationale d'optimisation des processus, le développement du process mining et le programme d'automatisation robotisée des processus. Elle porte également le projet de développement du pilotage par la donnée appliqué aux métiers de la direction : contrôle de gestion, audit interne et optimisation des processus.

Description du poste

Le chef de projet data manager facilite l'accès à la data au sein de la Daps. Il doit apporter une connaissance centralisée du patrimoine des données de l'URSSAF (log ou métier) et identifier les données pertinentes pour les usages Daps. Il est orienté métier et service et sait être force de proposition afin d'apporter de la valeur aux équipes et d'améliorer l'efficacité des différents métiers de la Daps (gains en profondeur d'investigation, en rapidité et en pertinence d'analyse). Il contribuera à la bonne mise en oeuvre des projets visant à mobiliser les données au bénéfice des différents métiers de la Daps.

Au sein de l'équipe en charge du développement du pilotage par la donnée et du process mining et en lien avec les différents secteurs de la Daps, vous devrez :
-  Assurer la qualité, l'accessibilité, la viabilité et la traçabilité des données en coordination avec les équipes métiers et l'IT
-  Proposer et participer à la mise en oeuvre de plans d'actions visant à améliorer la qualité des données exploitée par la Daps,
-  Assurer que les décisions en matière de management des données sont en cohérence avec l'architecture fonctionnelle et l'urbanisation data, ainsi qu'avec les règles de sécurité du SI
-  Superviser la bonne application des principes de la RGPD
-  Assurer une veille sur les impacts des évolutions du SI sur les données exploitées par la Daps
-  Créer des tableaux de bord en support des activités Daps

Vous contribuerez par ailleurs :
-  Au référencement et à la documentation des sources de données utiles à la Daps (données métier, logs...),
-  À la gouvernance de données et à la construction de la feuille de route de la Daps autour du Data Management,
-  À la gestion de la relation avec la DSI visant notamment à s'assurer de la mise à disposition des informations souhaitées,
-  À l'accompagnement des équipes Daps dans le traitement et l'exploitation des nouvelles données.

Profil recherché

Vos compétences

Une expérience dans des métiers autour de la gouvernance des données est un plus.

Des connaissances techniques sur les solutions bases de données, Big Data et outils de requêtage peuvent aider.

Connaissance des missions et des systèmes d'information du réseau des URSSAF appréciée.

Le poste requiert par ailleurs :
-  Une appétence pour la conduite du changement et la gestion de projet
-  De la rigueur et des qualités organisationnelles avérées
-  Des capacités d'écoute, de fortes capacités d'analyse et de synthèse
-  Une capacité à s'adapter à des domaines fonctionnels variés ainsi qu'une bonne compréhension des enjeux métier de la Daps
-  Réactivité, disponibilité et dynamisme
-  Curiosité et proactivité
-  Une bonne communication écrite et orale et des qualités pédagogiques
-  Aptitude et goût affirmés pour le travail en équipe
-  Des qualités relationnelles et de savoir-être

Votre formation

Pour occuper ce poste, vous devrez justifier d'une formation Bac +5 (Ingénieur ou équivalent) en Informatique, Statistiques ou Mathématiques.

Informations complémentaires

Rémunération versée sur 14 mois.

Quelques uns de nos avantages entreprise :

·     Plusieurs options de télétravail indemnisé pouvant aller jusqu'à 3 jours de télétravail / semaine

·     Forfait 205 jours de travail

·     CET (Compte Epargne Temps) monétisable en partie

·     CSE dynamique

·     Mutuelle prise en charge à 75% (50% par l'employeur et 25% par le CSE)

·     9.65€/ jour en ticket restaurant dont 5, 79€ pris en charge par l'employeur

·     Frigo connecté proposant des repas complets à moindre coût et un espace restauration à disposition

·     Un parking et un local à vélo à disposition

Dans le cadre de sa politique diversité, l'URSSAF Caisse nationale soutient l'égalité Hommes/Femmes et favorise l'insertion professionnelle, l'accès et le maintien dans l'emploi des personnes en situation de handicap.

Contact

Gwénaëlle Le Bohec - ****@****.**

Les avantages liés au poste

Couverture santé, épargne et prévoyance, télétravail, congés, horaires, formation... Découvrez tout ce que propose la Sécurité sociale à ses salariés !

Découvrez nos avantages",,44277133,France,FR,Île-de-France,11.0,Seine-Saint-Denis,93,Montreuil,93048.0,2023-12-22T21:04:23.973,Lasecurecrute.fr,,"(48.863728, 2.449364)",0.0,0.0,,"['organisation', 'communication', 'synthèse', 'gestion de projet', 'coordination']"
Hello Work,CDI,,Senior Manager Data Strategist H/F,"Publicis Sapient agit depuis plus de 30 ans au service de la transformation digitale des entreprises. Notre expertise unique, regroupée sous l'acronyme SPEED, Stratégie et Conseil, Produit, Expérience, Engineering et Data, combinée à notre connaissance approfondie du secteur, nous permet de créer, avec nos clients, des produits et des expériences innovantes centrés sur la valeur qu'ils délivrent à leurs clients. Notre approche agile, axée sur les données et les dernières technologies, permet de faire face au changement, en plaçant le digital et ses nouvelles manières de travailler au coeur de l'activité. Avec plus de 21 000 collaborateurs à travers 50 bureaux dans le monde, Publicis Sapient est le pôle de transformation digitale de Publicis Groupe.

Capability

L'équipe Data est composée d'une quinzaine de collaborateurs regroupant Data Scientists, Data Engineers, Data Analysts et Data Strategists, travaillant sur la co-construction d'outils générant de la valeur à partir de la donnée de nos clients.

Si vous aussi, vous partagez cette vision et souhaitez profiter et contribuer à notre communauté internationale sur le sujet, rejoignez-nous !

Description du poste

Nous recherchons une personne enthousiaste à l'idée de rejoindre une communauté Data talentueuse et passionnée, s'inscrivant dans une dynamique de collaboration et d'apprentissage permanent.

En tant que Senior Manager Data Strategist, vous serez directement rattaché(e) au directeur du pôle Data, et votre rôle sera d'accompagner nos clients, ainsi que nos équipes en interne, sur l'ensemble des enjeux liés à la donnée. Cela correspondra, entre autres à :
-  Développer l'offre Data Strategy
-  Evaluer la maturité Data du client à travers un état des lieux (compétences, technos, cas d'usage, gouvernance...)
-  Identifier et prioriser des cas d'usage Data (BI, Data Science, Data Engineering...)
-  Définir une stratégie Data, une roadmap et un business case associés, en lien avec les enjeux business de chaque client
-  Superviser la réalisation des POC Data (BI, data science...)
-  Participer à de l'avant-vente sur des projets Data (rendez-vous clients, réponses à des appels d'offre, détection d'opportunités...)
-  Être l'interlocuteur(trice) privilégié(e) de vos clients
-  Encadrer des équipes tant sur leurs projets, que dans leur suivi de carrière et montée en compétence
-  Participer au développement de la communauté Data (rédaction d'articles de blogs...) et effectuer de la veille technologique active (participer à des conférences...).

-  Vous disposez de minimum 10 ans d'expérience sur les enjeux de Data, Data Strategy, Data Science
-  Vous avez déjà travaillé en cabinet de conseil et/ou ESN
-  Vous parlez couramment français et anglais
-  Vous avez déjà participé à de l'avant-vente sur des projets Data
-  Vous avez déjà évalué la maturité Data d'une entreprise, idéalement dans différents secteurs d'activité
-  Vous avez déjà participé à la définition d'une roadmap Data et à l'identification de cas d'usage
-  Vous êtes à l'aise avec la mise en oeuvre de processus de gouvernance des données (qualité des données, confidentialité, catalogue de données, etc.)
-  Vous avez déjà encadré des équipes (management de projet et de carrière)
-  Vous disposez d'excellentes compétences en communication orale et écrite (storytelling...)
-  Vous êtes capable de vulgariser votre travail et de vous adapter à vos différents interlocuteurs.","-   Vous disposez de minimum 10 ans d'expérience sur les enjeux de Data, Data Strategy, Data Science
-   Vous avez déjà travaillé en cabinet de conseil et/ou ESN
-   Vous parlez couramment français et anglais
-   Vous avez déjà participé à de l'avant-vente sur des projets Data
-   Vous avez déjà évalué la maturité Data d'une entreprise, idéalement dans différents secteurs d'activité
-   Vous avez déjà participé à la définition d'une roadmap Data et à l'identification de cas d'usage
-   Vous êtes à l'aise avec la mise en oeuvre de processus de gouvernance des données (qualité des données, confidentialité, catalogue de données, etc.)
-   Vous avez déjà encadré des équipes (management de projet et de carrière)
-   Vous disposez d'excellentes compétences en communication orale et écrite (storytelling...)
-   Vous êtes capable de vulgariser votre travail et de vous adapter à vos différents interlocuteurs.",41598753,France,FR,Île-de-France,11.0,Paris,75,Paris,75056.0,2023-12-20T00:07:21.687,Publicis Groupe,,"(48.859, 2.347)",0.0,0.0,,"['Supervising', 'Management', 'Collaboration']"
Hello Work,CDI,,Chef de Projet Data Analyste H/F,"MISSIONS :

Avec l'afflux massif de données et leur rôle incontournable dans le pilotage de l'activité du département, la satisfaction citoyenne et la mise en place d'indicateurs de suivi et prédictifs, le département des Hauts-de-Seine souhaite développer sa capacité interne dans le traitement de la donnée.

Le Data Analyste a pour rôle d'extraire les informations et de structurer la connaissance de ces données dans le but de développer de nouveaux services, de nouvelles activités ou de nouvelles opportunités dans le service au citoyen. Il est en charge de réaliser les études en lien avec les préoccupations du coeur métier. Les évolutions du métier sont, à la fois technologiques avec une mise à jour constante des logiciels à la pointe, et réglementaires, avec l'obligation de respecter de nouvelles lois comme le RGPD.

Le Data Analyste valorise l'ensemble des données de la collectivité pour en faire un levier de création de valeur. Il utilise notamment les données recueillies dans la BI et les SI pour réaliser les nombreux tableaux de bord et indicateurs nécessaires aux différents Pôles et Directions. Il/elle est également en charge de construire des modèles statistiques pour éclairer les services opérationnels (segmentations ou analyses prédictives).

Le Data Analyste est responsable de spécifier, organiser et planifier la mise en oeuvre des activités de son périmètre, depuis les phases de conception, jusqu'à leurs déploiements en s'appuyant sur des ressources internes ou externes.

A ce titre, il est amené à intervenir de manière transversale auprès des différentes directions métier. Les missions principales sont :
- Communiquer avec les directions métier et analyser leurs besoins. Si nécessaire, être force de proposition auprès des acteurs métier pour leur offrir des perspectives.
- Développer des analyses, des traitements, des modèles et des algorithmes sur les données manipulées afin de répondre aux besoins métiers identifiés.
- Extraire et structurer les données.
- Analyser, explorer les données et proposer des indicateurs et des tableaux de bords.
- Veiller à ce que les outils et traitements développés soient transférables aux directions métier si nécessaires.
- Mener une veille technologique active et proposer des solutions
- Contribuer à la cartographie des données du département et à leur fiabilisation et accessibilité.
- Accompagner, réaliser, en s'appuyant sur une maîtrise des technologies certaines adaptations des outils au besoin de la collectivité (BI, DATAVIZ, ETL...)
- Favoriser les connexions entre les systèmes d'informations par la connaissance des données
- Intervenir en conseil pour simplifier ou automatiser les échanges de données

ACTIVITES :

1.	Piloter, suivre et coordonner le projet
- Mise en place des structures du projet (méthodes, outils de pilotage, indicateurs...)
- Superviser et coordonner les différents intervenants sur le projet
- Superviser la production des documents et validation des documents techniques (spécifications, cahier de tests...)
- Piloter des actions et suivi de l'avancement
- Organiser et animer des différents comités
- Définir et assurer la mise en oeuvre d'une politique d'infogérance applicative et MCO

2.	Traiter les données
- Extraire les données nécessaires à l'analyse (Web scraping, API...).
- Définir des règles de gestion de nettoyage des bases de données (formatage, suppression des doublons...).
- Définir des règles de gestion de structuration des différentes bases de données entre elles.
- Écrire et rédiger les spécifications d'automatisation des règles de gestion à la direction des systèmes d'information ou à la maîtrise d'ouvrage.
- Maîtriser la qualité des données tout au long de leur traitement.
- Analyser les données : mettre en avant les corrélations, définir les valeurs aberrantes.
- Réaliser des tableaux de bord ou des outils de reporting industrialisés.
- Réaliser des tests statistiques sur les données.
- Construire et tester des modèles statistiques (régression, forêt aléatoire...).
- Déterminer ou construire les variables importantes à introduire dans les modèles statistiques.
- Participer aux ateliers d'expression des besoins internes.
- Comprendre précisément les problématiques métiers et les traduire de manière analytique.
- Communiquer les résultats et les solutions avec les équipes métiers.
- Présenter les résultats des analyses grâce à des outils de data visualisation.
- Effectuer une veille sur les nouvelles technologies et solutions logicielles d'analyse des données.
- Rechercher et expérimenter de nouvelles méthodes de modélisation et d'analyse des données.
- Sélectionner les nouveaux outils et techniques d'analyse des données

3.	Technique
- Développer et capitaliser une expertise dans les domaines fonctionnels et techniques autour de la BI (SAP...), du DATAVIZ (DigDASH), des échanges de données via l'ESB/ETL (TALEND) relevant du périmètre de l'unité, et contribuer à l'élaboration et le suivi de la feuille de route des pôles métiers
- Suivre la mise en production et le déploiement des solutions de son périmètre
- S'assurer que l'architecture cible répond aux attentes de disponibilité et performance du métier
- Valider les solutions techniques et d'exploitation mises en oeuvre

4.	Reporting : Contribuer au tableau de bord du service","PROFIL :
-  Ingénieur territorial titulaire, ou contractuel (art L332-8 du Code Général de la Fonction Publique), diplômé à minima de niveau Bac +5 ou d'un diplôme d'Ingénieur en infrastructures et réseaux / informatique et systèmes d'information
-  Méthodologie/techniques de conduite de projet (cycle en V, agile)
-  Expertise en base de données et gestion de base de données (SQL/NoSQL)
-  Maîtrise des tests et méthodes statistiques (segmentation, régression, forêt aléatoire...)
-  Connaissance de l'environnement des collectivités territoriales et des passations de marchés publics serait un plus
-  Culture de l'environnement technologique et méthodologique de la gestion des systèmes d'information
-  Conduite de projet
-  Pilotage et animation d'équipes et en transverse
-  Maîtrise des langages de programmation (Python, R, C++...)
-  Maîtrise d'un outil de data visualisation (Digdash et/ou PowerBI de préférence)
-  Maîtrise des outils de fouille et analyse de sonnées (Dataiku...)
-  Maîtrise des systèmes d'exploitation (Unix, Windows...)
-  Connaissance dans le stockage et le traitement BigData
-  Maîtrise de l'outil informatique, et des outils de gestion de projet, et de planification
-  Expérience des techniques de communication et de l'animation de réunions
-  Maîtrise des architectures techniques informatiques
-  Autonomie, sens de la communication, bon relationnel, travail en équipe
-  Capacité au pilotage non hiérarchique de projets transverses
-  Qualités d'analyse et de synthèse, capacité à rendre compte
-  Rigueur, méthode, organisation, respect des délais
-  Esprit et sens du service
-  Curiosité sectorielle et goût pour l'innovation",42597308,France,FR,Île-de-France,11.0,Hauts-de-Seine,92,Nanterre,92050.0,2023-12-16T00:33:13.207,FPT,,"(48.898095, 2.202314)",0.0,0.0,,"['organisation', 'communication', 'conception', 'synthèse', 'gestion de projet', 'autonomie', 'conseil', 'planification', 'adaptation']"
Hello Work,CDI,,HR Data Change & Insights H/F,"The HR Data Change & Insights role is a key player in the Talent Connect team as this function aims at ensuring LVMH 3, 000 HRs are grasping the benefits of HR data and embedding data in their daily professional lives. The HR Data Change & Insights is developing deliverables, assets, and activities to spread an HR data culture throughout the organisation. IT's all about bridging the gap between HR data and insights IT gives. The HR Data Change & Insights role is to demonstrate and evangelize that HR data only becomes valuable when IT informs an action, when IT provides an insight. As such, this key role aims at demonstrating the value of HR data thanks to narrative insights, as well as working spreading a HR data mindset among LVMH HR community.

Here are some priorities identified for this role :
-  Promote HR data via production of meaningful insights and analysis,
-  Create innovative narrative and executive summaries to explain, engage and enlighten Group and Maisons stakeholders on HR data highlighting facts, trends, and learnings,
-  Identify and manage creation of learning assets to increase awareness and knowledge on HR data,
-  Animate and manage HR Data community of Ambassadors : develop specific communications, organize, and manage dedicated set of events (yearly seminar),
-  Organize eye-opening virtual (or on-site) sessions to evangelize on data : identify internal or external speakers, coordinate with possible communication agencies, manage logistical aspects of the event,
-  And much more !
-  Strong appetite and curiosity for HR /employee data, capacity to spot insights when comparing data sets
-  Profound storyteller abilities, curious, resourceful, confident under pressure and comfortable working in a fast-paced and challenging environment
-  Detail-oriented, organized, exceptional critical thinking and problem-solving skill
-  Excellent written and verbal communication skills in English
-  Self-driven, agile and Ability to work independently and on multiple engagements simultaneously

LVMH reconnaît et recrute tous les talents.",,43682018,France,FR,Île-de-France,11.0,Paris,75,Paris,75056.0,2023-12-07T19:11:07.783,LVMH Holdings,,"(48.859, 2.347)",0.0,0.0,,"['Storytelling', 'Critical thinking', 'Verbal communication', 'Independent', 'Problem-solving']"
Hello Work,Alternance,Télétravail partiel,Alternant Data Scientist H/F,"Rattaché au Responsable du Pôle Support aux Activités, l'alternant Data Scientist aura pour missions :
-  Identifier les outils d'analyse pertinents pour le traitement et la valorisation des ""big data"" ;
-  Recueillir et analyser les données pertinentes en collaboration avec les Responsables d'Activités et sur la base des outils digitaux déployés et/ou en cours de déploiement ;
-  Élaborer des modèles de prédictions ;
-  Établir des tableaux de bord / indicateurs adaptés ;
-  Établir des boites de dialogue entre les différents outils utilisés.
Compétences spécifiques :
-  Language : Python, R, SQL, Dax, VBA
-  Datascience : Knime, Denodoo
-  ETL & BI (Data Viz) : Power BI
-  GMAO : ABB, SAP",Alternant Data Scientist ou Data Analyst,44220553,France,FR,Normandie,28.0,Manche,50,La Hague,50041.0,2023-12-21T17:42:39.097,Orano,,"(49.658268, -1.818829)",0.0,0.0,,[]
Hello Work,Stage,,Chargé - Chargée de Développement Bi H/F,"Rattaché au PMO (Project Manager Officer), vous aurez pour mission, en tant que stagiaire BI, de participer à la création de tableaux de bord, à l'analyse de données, ainsi qu'à l'automatisation des rapports. Ceci afin de transformer les données en informations utiles, soutenant ainsi la prise de décision de l'entreprise.
Dans le cadre du projet de régénération industrielle des voies ferrés, ETF renouvellera en moyenne 120km de voie ferrée par année pour son client SNCF-Réseau à l'aide d'un train usine « TEVO ».
Missions :
- Contribuer à l'automatisation des processus de reporting, y compris la production automatisée et les contrôles requis.
- Concevoir, développer et implémenter les outils ou les solutions de reporting, d'aide à la décision.
- Intégrer des données provenant de différentes sources dans Power BI en utilisant des requêtes Power Query.
- Accompagner les équipes en support au déploiement des tableaux de bords automatisés dans Power BI.
- Livrer les solutions Power BI clef en main aux utilisateurs.
- Accompagner les équipes en support au déploiement des outils de reportings / dashboard.","- Formation : Étudiant Bac +4/5 dans le domaine de la DATA (spécialisation Data Science/Data Analyst)
- Durée du stage : 6 mois
- Lieu : Saint-Denis (93)
- Requis : Permis B indispensable - déplacements à prévoir",41535139,France,FR,Île-de-France,11.0,Seine-Saint-Denis,93,Saint-Denis,93066.0,2023-12-19T00:26:55.947,ETF - Eurovia Travaux Ferroviaires,,"(-20.909778, 55.444588)",0.0,0.0,,[]
Hello Work,Alternance,,Alternant Supply Chain H/F,"Groupe coopératif, la Cooperl anime la première filière porcine française avec près de 6 millions de porcs produits annuellement et un chiffre d'affaires supérieur à 2 milliards d'Euros. L'activité du Groupe s'étend de l'amont à l'aval de la branche porcine, avec de multiples métiers divisés en branches dont Cooperl Viandes et Cooperl Salaisons dans le domaine de l'agroalimentaire.

La mission de la Cooperl est de valoriser le savoir-faire de ses adhérents coopérateurs au service de ses clients, français et internationaux en promouvant son territoire, ses hommes et son environnement. A cette fin, elle s'appuie sur cinq objectifs identifiés comme majeurs et complémentaires :

1 La compétitivité - prix
2 La création de valeurs ajoutées nouvelles par un travail de segmentation poussée de ses marchés et de ses offres.
3 Le développement national et international
4 Le travail en filière
5 Le développement durable au coeur de nos actions individuelles et collectives

Cette stratégie de développement se traduit dans les usines d'abattage et de transformation par une complexification de la gestion de production. Pour y répondre, le groupe a mis en place une organisation supply chain, qui coordonne les métiers de prévisions des ventes, planification, approvisionnements et logistique. Au sein du métier afin de faire davantage correspondre l'offre (c'est-à-dire les volumes de porcs en production selon les filières) et la demande en produits finis (viande et charcuterie).

Pour nos services Supply Chain de la branche Cooperl Viandes (CVI), nous recherchons un ou plusieurs Alternant (H/F).

Nous vous proposons de réaliser votre alternance au sein d'un des services Supply Chain de la branche Viandes de Cooperl.

Rattaché au Responsable du service, vous effectuez des missions opérationnelles et réalisez des travaux d'amélioration sur des sujets spécifiques.

Les différents services sont les suivants :

* La planification de production
* La prévision de ventes
* La logistique d'animaux vivants
* Le transport sous température dirigée
* Le service client","Actuellement en formation Bac +5 ou Bac +2 Supply Chain/Logistique, Agricole/Agroalimentaire, Data analyst, vous êtes à la recherche d'un contrat d'alternance sur un des domaines suivants : Planification, Prévision, Logistique, Service Client.

Vous avez envie d'apprendre, vous êtes reconnu autant pour votre sens du relationnel que pour vos capacités d'analyse et d'adaptation.

Vous maîtrisez les outils bureautiques.

Poste basé à Lamballe (22), à pourvoir en contrat d'alternance.

Saisissez cette opportunité et rejoignez l'un des groupes agroalimentaires les plus importants de France. Notre coopérative n'attend que vous !

Si cette offre ne vous correspond pas, n'hésitez pas à consulter toutes nos offres sur notre page carrière : https://www.cooperl.com/nous-rejoindre. Vous aussi, rejoignez-nous !",44039411,France,FR,Bretagne,53.0,Côtes-d'Armor,22,Lamballe-Armor,22093.0,2023-12-18T09:13:36.807,Cooperl,,,0.0,0.0,,"['adaptation', 'planification', 'organisation']"
Hello Work,CDD,,Formateur Cybersécurité H/F,"L'école MY BUSINESS SCHOOL recherche son/sa futur(e) formateur(trice) en ""CYBERSECURITE"" pour ses Bachelors ""CHARGE DE MISSIONS CYBERSECURITE"" sur son campus de Marseille.

Les missions :
-  Enseignement des modules suivants :
-  Droit, réglementation et enjeux de la cybersécurité,
-  Protection des données, des réseaux et des systèmes,
-  Gestion des risques numériques,
-  Analyse des risques de sécurité, des données, des réseaux et des systèmes
-  Communication, sensibilisation et développement personnel
-  Concevoir des outils de formation & animer les formations
-  Suivre la progression pédagogique des apprenants
-  Préparer aux examens.

Environ 576h d'enseignement d'ici à la fin du mois de juin 2024.","-   Sérieux(se)
-   Rigoureux(se)
-   Pédagogue
-   Connaissance dans les domaines :
-   Droit en cybersécurité ;
-   Data analyst
-   Réseaux, nouvelles technologies, évolutions de l'environnement du numérique
-   Cybersécurité en général et système d'informations

De formation Bac +3 à Bac +5, vous avez entre 1 an et 5 ans d'expérience (obligatoire).",43581512,France,FR,Provence-Alpes-Côte d'Azur,93.0,Bouches-du-Rhône,13,Marseille,13055.0,2023-12-06T11:55:08.177,My BS - My Business School,27 - 30 EUR par heure,"(43.282, 5.405)",27.0,30.0,,[]
Hello Work,Stage,,Stage Data Scientist Junior Innovation H/F,"Quel sera votre quotidien 

Votre principal rôle sera de :
- Avec l'appui d'un CDP, contribuer à la formalisation de l'expression du besoin métier et au cadrage du périmètre expérimental.
- Identifier les données d'entrées nécessaires à l'établissement des
modèles pertinents pour l'approche algorithmique
- Réaliser des jeux de données d'entrée permettant l'entraînement les modèles dans le respect de la réglementation en vigueur (RGPD) et du cadre règlementaire du Groupe RATP.
- Réaliser les modèles d'apprentissage profond permettant la détection des défaillances des équipements monitorés.
- Implémenter l'outil sur un poste « test »,
- Recueillir les retours utilisateurs.
En fonction de l'avancement des travaux, vous pourrez être amené à travailler sur d'autres cas d'usages en lien avec des problématiques d'exploitation, d'allocation de ressources, ainsi que de gestion de flux dans les stations de métro.","Pour en savoir plus, cliquez sur le lien suivant :

https://www.ratp.fr/groupe-ratp

Vous êtes en dernière année d'un cursus de grande école d'ingénieur ou équivalent universitaire avec au moins une des spécialisations suivantes : data science, data analyst. Systèmes embarqués

Pour relever ces défis, nous recherchons une personne qui :

  Dispose d'un bon niveau de maîtrise en Python
  Dispose de bases en traitement d'image et de computer vision
  est force de proposition, entrepreneuse, entreprenante

  dispose d'un excellent relationnel,
  dispose d'un bon niveau d'autonomie et esprit d'analyse
  est proactive, de nature curieuse et très engagée
  aime travailler en équipe

  Vous vous reconnaissez   N'hésitez pas à postuler directement en ligne

  Tous nos métiers sont ouverts aux personnes en situation de handicap

02. Profil recherché

Type de contrat : Stage de 6 mois

Localisation : Gare de Lyon - Maison de la RATP

Horaires : forfait jour

Télétravail : oui

Principaux avantages entreprise :

-   Carte de transport gratuite sur le réseau RATP

-   Accès aux restaurants d'entreprise",44087308,France,FR,Île-de-France,11.0,Paris,75,Paris,75056.0,2023-12-19T07:36:56,RATP,,"(48.859, 2.347)",0.0,0.0,,['autonomie']
